minute,tweet_volume,avg_sentiment,norm_volume,norm_sentiment,timestamp,avg_audio_volume,fmi
2025-07-07 20:00:00,15,-0.0187333333333333,0.0714285714285714,0.5464808352843515,2025-07-07 20:00:00,0.35242359315671457,0.3457479834893264
2025-07-07 20:05:00,14,-0.0109142857142857,0.0642857142857142,0.5676144993854026,2025-07-07 20:05:00,0.31129507236680204,0.33972003574991594
2025-07-07 20:09:00,76,0.0031763157894736,0.5071428571428571,0.6056991937971353,2025-07-07 20:09:00,0.29182278100080455,0.48196936896195264
2025-07-07 20:10:00,13,0.0975153846153846,0.0571428571428571,0.8606829577169128,2025-07-07 20:10:00,0.3585542034988552,0.4689823012792788
2025-07-07 20:15:00,10,-0.0103699999999999,0.0357142857142857,0.5690856186343369,2025-07-07 20:15:00,0.3769893427151136,0.35144533598255456
2025-07-07 20:20:00,109,0.0441220183486238,0.7428571428571429,0.7163690306400047,2025-07-07 20:20:00,0.35831692732620046,0.616899833311005
2025-07-07 20:25:00,6,-0.1869999999999999,0.0071428571428571,0.0916823245201986,2025-07-07 20:25:00,0.3376538970098728,0.14011195605389842
2025-07-07 20:30:00,8,0.0045875,0.0214285714285714,0.6095134042410415,2025-07-07 20:30:00,0.25521290936099184,0.32679780593328556
2025-07-07 20:35:00,11,0.0954545454545454,0.0428571428571428,0.8551128314415123,2025-07-07 20:35:00,0.36907739046569255,0.46562549257345553
2025-07-07 20:40:00,10,0.09692,0.0357142857142857,0.8590737261217735,2025-07-07 20:40:00,0.3753245078953172,0.46694112853159025
2025-07-07 20:45:00,5,-0.1178599999999999,0.0,0.2785569423940112,2025-07-07 20:45:00,0.3418285018313717,0.21397132750701597
2025-07-07 20:50:00,13,-0.0078461538461538,0.0571428571428571,0.5759071804736816,2025-07-07 20:50:00,0.2560263072767895,0.32431362151536663
2025-07-07 20:55:00,14,0.0165,0.0642857142857142,0.6417110305850072,2025-07-07 20:55:00,0.30212094484250385,0.3666064099724683
2025-07-07 21:00:00,14,0.1196,0.0642857142857142,0.920374222699414,2025-07-07 21:00:00,0.2641993147856935,0.4666951978011879
2025-07-07 21:05:00,14,0.0115857142857142,0.0642857142857142,0.6284284840854428,2025-07-07 21:05:00,0.3295023927353257,0.3695078257404891
2025-07-07 21:10:00,14,0.1122142857142857,0.0642857142857142,0.9004117908962896,2025-07-07 21:10:00,0.32877904359443305,0.47808414372256003
2025-07-07 21:15:00,10,-0.05943,0.0357142857142857,0.4364841035506046,2025-07-07 21:15:00,0.33580672205159223,0.2860499437500052
2025-07-07 21:20:00,15,0.14906,0.0714285714285714,1.0,2025-07-07 21:20:00,0.34418022133580956,0.5246826378293143
2025-07-07 21:25:00,7,-0.1028714285714285,0.0142857142857142,0.3190687092176825,2025-07-07 21:25:00,0.3520141754286232,0.2375174506013742
2025-07-07 21:30:00,14,0.0873642857142857,0.0642857142857142,0.8332461233498006,2025-07-07 21:30:00,0.3348747431663668,0.45304658657554453
2025-07-07 21:33:00,81,0.0143913580246913,0.5428571428571428,0.6360117007705947,2025-07-07 21:33:00,0.3144753745238604,0.5116044355225389
2025-07-07 21:34:00,61,-0.0139983606557377,0.4,0.5592787266608141,2025-07-07 21:34:00,0.34282613938596956,0.44655933248011653
2025-07-07 21:35:00,7,-0.0271142857142857,0.0142857142857142,0.5238284304013736,2025-07-07 21:35:00,0.2820142891319187,0.29842137318583933
2025-07-07 21:39:00,145,-0.2209206896551724,1.0,0.0,2025-07-07 21:39:00,0.35279167048431176,0.4058375011452935
